text,toxic,severe_toxic,obscene,threat,insult,identity_hate
come back,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
izi retarded jakiro,0.810026,0.03165536,0.40997487,0.027802628,0.40787864,0.058353793
pl reported,0.10503014,0.0023333826,0.021621505,0.0043546143,0.04535488,0.006511499
gg troll,0.5507898,0.012712596,0.17990135,0.01947521,0.24438025,0.034575406
wait for next rosh,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
cant wib,0.13483076,0.0029300498,0.028457377,0.0054892483,0.0577073,0.008167694
hey slar? are u roam?,0.7222923,0.022646185,0.29900706,0.026197474,0.33906466,0.04831357
];v,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
calla  culo de mierfda,0.03625418,0.000938602,0.0069599417,0.0017083163,0.016621735,0.0026025563
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
REPORT DOCTOR PLEASE,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
tier 3's?,0.110279605,0.0025330347,0.022552121,0.0048483056,0.048335902,0.0069928668
END,0.029429346,0.00076067646,0.005545208,0.0013747999,0.013465729,0.0021559699
come wars,0.10290895,0.0021121216,0.02037613,0.0039194077,0.04199065,0.0063367686
cm wards too good,0.06691806,0.0016021385,0.013265309,0.0029588577,0.029432056,0.004406267
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
can easily,0.07706007,0.0018235276,0.015446378,0.003393937,0.033987585,0.0049828375
kill ,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
can't,0.139917,0.0030123733,0.029784853,0.0056762397,0.060120467,0.0085201645
"yeah, cant. ...",0.1134958,0.0025303275,0.023460843,0.00476263,0.04913842,0.0070923273
fucking trauma sia,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
ya sia,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
fucking terrible sia,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
dont aim at me lah sia,0.26498502,0.005408098,0.062317103,0.010103036,0.11186414,0.01560705
dun aim u i makan sendiri lo lidadt,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
ya la macam apa ini,0.13308576,0.0025015932,0.027524848,0.0045460016,0.053731266,0.007648338
kasi la chance bang,0.019548956,0.0005214245,0.0035536909,0.0009153786,0.008858455,0.0015072994
why u so good hot guy,0.55618966,0.011415099,0.17345479,0.018272579,0.23998307,0.033847023
best game ever,0.010874161,0.0003454575,0.0020225951,0.0006060832,0.0054593678,0.0010013918
you come here often?,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
stats build quite imba lmao,0.028967705,0.0007525736,0.005456104,0.0013462442,0.013241295,0.0021122743
omni want to be caryy,0.13924268,0.003029766,0.029583849,0.005687255,0.059483804,0.008395981
piece of shit,0.98047215,0.16776152,0.8843818,0.048427083,0.7530879,0.13361679
i dont want,0.2370913,0.004738163,0.05428592,0.008915166,0.099156566,0.013915275
gonna report this family fucked dog,0.31254914,0.0056572924,0.07456889,0.010590216,0.13010107,0.017657014
i just want,0.13924268,0.003029766,0.029583849,0.005687255,0.059483804,0.008395981
wp wp,0.038468122,0.0009946389,0.0073401756,0.0018169051,0.017447537,0.0028183104
Are u idiot,0.97014546,0.12548818,0.8307621,0.043722402,0.69998324,0.11730056
safe to leave,0.2716375,0.005508054,0.06480341,0.010203173,0.11513424,0.015942805
dont leave,0.3538508,0.007262606,0.09123799,0.013829289,0.15428695,0.021825146
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
keep focus idiot,0.9366646,0.06552265,0.70002145,0.03182532,0.59387565,0.084184945
lol,0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
we have 5 1/2 players,0.055210985,0.0013290416,0.010829936,0.0024533782,0.024640381,0.003696639
in team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
go end report ck+ tinker,0.021918396,0.00061349204,0.0040834364,0.0011085168,0.010255894,0.0017471878
go end thankyou,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
st8 mid,0.13150783,0.002929207,0.027667748,0.005494937,0.056446858,0.008076689
go end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
this garbage team,0.044683527,0.0011320971,0.008597206,0.0020949815,0.02030422,0.0031467795
ur shop,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
care,0.0917165,0.0020900995,0.018761575,0.003895483,0.03997991,0.0057664025
LOL SF,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Ez man,0.31826368,0.006541561,0.08024929,0.012250048,0.13660528,0.0192684
Lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
idiot bs,0.9606549,0.09799287,0.79032683,0.03650165,0.6618454,0.10032979
STAY 2K SF,0.1859151,0.0038437068,0.0407932,0.0072065154,0.07881117,0.010977232
fuck u,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
always kill supp,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
SAD,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
LAST WAR,0.048795793,0.0011908426,0.009462069,0.002210993,0.021989856,0.003363833
wait viper,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
can u wait u asshat,0.7237872,0.020218462,0.2903361,0.024471007,0.3347602,0.04692626
go end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
guess were reporting them all for unpausing,0.040648684,0.0010701882,0.0077574123,0.0019990753,0.018748013,0.002979872
gg wp ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
NICE,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
ok?,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
come mid,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
come,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
report this lion ty,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
LETS PUSH,0.059682723,0.0014095561,0.01141413,0.002659373,0.026386004,0.003993528
fuck me,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
sure,0.023081956,0.0005797874,0.004219411,0.0010149117,0.010377349,0.0016864158
3 man partY&,0.10498901,0.0020021915,0.020905776,0.0036141856,0.042040426,0.006073344
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
push pleas,0.09740547,0.0022412008,0.01978036,0.0042309063,0.042682383,0.006151199
x miss ghost ship :))),0.041723415,0.0010305591,0.008024077,0.0018858867,0.018841278,0.002891802
nub lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
not for u lol,0.6650621,0.01805628,0.25390378,0.022678837,0.30223674,0.042712547
lmao ez game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
report ls?,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
loo k mid,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
look mid,0.10835677,0.0024264767,0.022588475,0.00453944,0.047065385,0.0067116055
and i meant,0.011758074,0.00032539925,0.0021322293,0.00055628474,0.005498362,0.00097027136
in real life,0.55603707,0.011676039,0.17941439,0.017981367,0.24479267,0.03380789
not in the game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
yeah,0.10624769,0.0023848314,0.02194174,0.0044376925,0.045944843,0.006621029
like,0.30565873,0.0062996405,0.07505569,0.01191569,0.13017665,0.018470535
seriously,0.19527954,0.004128269,0.043281905,0.0077534495,0.0830384,0.011560367
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
he cant evne bouncy,0.13483076,0.0029300498,0.028457377,0.0054892483,0.0577073,0.008167694
let me hit,0.06557801,0.0015659141,0.012633845,0.0029772383,0.028979415,0.0043743425
u,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
don't move,0.16436525,0.003499851,0.036036845,0.006664826,0.07049435,0.010060814
Lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
ez dog,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
ur basae ,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
DOG,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
KILL,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
NICE,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
KILL BH MORE,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
DOG,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
pls report jakiro,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
pls report jakiro,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
report jakiro,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
pls report jakiro,0.050478917,0.001277534,0.009904505,0.0023525804,0.022945948,0.003495274
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
too much youtube,0.030262325,0.0007960553,0.005728014,0.0014336673,0.013910461,0.0022321492
dajte report kiri,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
NA LAST PICK RIKI BETER,0.057609882,0.0014273762,0.011242907,0.0026642326,0.026107607,0.0039155227
V CARRY,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
"A STOP, ONA ZHE MERTVA",0.42395973,0.008875729,0.11780553,0.016591303,0.18715046,0.026852267
ya shmot prodal,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
sf i riki report,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
SF I RIKI REPORT,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
ok dendi,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
china no 1,0.03646984,0.0009331493,0.006983797,0.0016969063,0.01661737,0.0026056862
report pudge,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
stay afk,0.13739677,0.0029987623,0.02899003,0.0056320806,0.05885759,0.008400301
low skilled clinkz ,0.088307634,0.0020584115,0.018108223,0.003865752,0.038890563,0.00567684
w8,0.06818959,0.0016996533,0.013475412,0.0032215945,0.030912595,0.0045941975
he is president,0.026325567,0.0006617927,0.0048730746,0.0011751244,0.011868758,0.0019130936
why hate me sir,0.6316194,0.016451284,0.23074365,0.022013547,0.28460583,0.04081521
dire hate me,0.6267311,0.016219776,0.2274938,0.02163154,0.28210062,0.03991165
he is just president,0.026325567,0.0006617927,0.0048730746,0.0011751244,0.011868758,0.0019130936
now dire cannot hate me,0.6267311,0.016219776,0.2274938,0.02163154,0.28210062,0.03991165
end fat plz,0.7160549,0.017133148,0.2897715,0.019718558,0.32887927,0.04186354
s,0.110279605,0.0025330347,0.022552121,0.0048483056,0.048335902,0.0069928668
:V,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
los brasileros  y los peruanos,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
son la misma mierda,0.16197093,0.0029450618,0.034270797,0.0053512575,0.06447869,0.009075628
wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
report void,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
lol,0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
u had invis?,0.6709341,0.018659346,0.25525224,0.023428755,0.3066745,0.043189887
i got manners tbh,0.15660162,0.0033931725,0.03397745,0.006359297,0.06723886,0.009528487
GG WP,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
ez game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
rage quit?,0.40769577,0.008334297,0.111139424,0.01536286,0.1774662,0.024935883
=D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
russian,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
dont wonder,0.09106262,0.0017863001,0.017833866,0.0031931098,0.036759157,0.00529929
4e takoe,0.15980469,0.0035225882,0.03429194,0.0067278463,0.06892561,0.009711851
that is the most broken shit,0.95664144,0.080550455,0.7741001,0.031962447,0.64809924,0.09031458
bye,0.19276662,0.0040230667,0.042777624,0.00750022,0.0813155,0.01134617
hi,0.025902377,0.00068309053,0.004818244,0.0012237285,0.011925373,0.0019491897
:D ,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
bye ,0.19276662,0.0040230667,0.042777624,0.00750022,0.0813155,0.01134617
english eU WEST,0.013675636,0.0004132188,0.0025251266,0.00073422503,0.006623118,0.0011901475
u tebya mat' shlyuha,0.6709341,0.018659346,0.25525224,0.023428755,0.3066745,0.043189887
r,0.17205063,0.0036757942,0.03754482,0.0068723126,0.07297562,0.010298391
bye,0.19276662,0.0040230667,0.042777624,0.00750022,0.0813155,0.01134617
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
mk and the other new heroes,0.023664452,0.00064614945,0.004409232,0.0011594301,0.011058807,0.0018283686
dont need skill,0.054650456,0.0011541168,0.010234676,0.0020405252,0.02228641,0.0034552815
i dont russky,0.26498502,0.005408098,0.062317103,0.010103036,0.11186414,0.01560705
go full retard ?D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
ye lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
report?,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
F9,0.63824874,0.016715234,0.23540653,0.021778872,0.28891522,0.04026058
shall we?,0.15956827,0.0036129102,0.034177277,0.0070434064,0.06934384,0.009887214
JUST F9,0.63824874,0.016715234,0.2354065,0.021778872,0.28891522,0.04026056
GO END,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
go end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
go end ,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
fucking retard,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
:v,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
HACEN PARTY COMO PENDEJOS,0.035119582,0.0008980472,0.006646667,0.0016558408,0.01614463,0.002543695
y SE PIDEN FB,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
Y NUMERO DE CEL,0.045722865,0.0011057035,0.008789277,0.0019997442,0.02008673,0.0031113222
learn a real language,0.023343273,0.0006305391,0.0042301673,0.0011202204,0.010562069,0.001781767
{x,0.041723415,0.0010305591,0.008024077,0.0018858867,0.018841278,0.002891802
ur language is as real as ours,0.15011774,0.0025642603,0.03101037,0.004461439,0.057139754,0.008138019
lol.,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
End,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
u guys are like 10k gold behind,0.7480274,0.026445057,0.33336613,0.029221633,0.35907003,0.054422736
u just sit around jerking off,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
um ok???????????,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
ur so bad,0.42796463,0.008180722,0.120700814,0.014875292,0.18487242,0.026001647
U LOSE,0.66624856,0.018549455,0.25244048,0.023766024,0.3029593,0.043679327
FUCKING,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
arc won the game,0.025092356,0.00065417116,0.0046082553,0.001178323,0.01135106,0.0018747555
my eyes closed,0.067004174,0.0015280546,0.013330528,0.002800164,0.02917807,0.0043095634
 has predicted their team will win!,0.043322105,0.0010998019,0.008088564,0.002065936,0.019643784,0.0030973565
NICE JOB,0.07819064,0.0019208977,0.015624341,0.0036516364,0.03505962,0.005220262
my dad likes my butthole too much,0.38586107,0.00790141,0.10459639,0.014449719,0.16727349,0.023647923
it hurts a lot,0.051986933,0.0012290681,0.010077682,0.0022577744,0.023022283,0.0034864414
IS NIGHT,0.06057815,0.0014531492,0.011925535,0.0026834258,0.026825545,0.0040139803
HIS MOTHER CALL HIM FOR SLEEP,0.66173,0.018099442,0.2517569,0.022775138,0.3020171,0.042121075
the fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
dun my heart,0.101356216,0.002333962,0.020869387,0.0043996703,0.0442943,0.006384182
COME ON,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
sorry blue has broken caps,0.012266358,0.00038144024,0.0022953553,0.00068174716,0.0061363294,0.0011053781
he just yells a lot,0.051986933,0.0012290681,0.010077682,0.0022577744,0.023022283,0.0034864414
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
worth,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
rtz did it so it must be good,0.06691806,0.0016021385,0.013265309,0.0029588577,0.029432056,0.004406267
WP ,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
U guys worth to win,0.37595573,0.004962961,0.09162061,0.008277554,0.13617635,0.017202899
k thx,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
ok thx,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
NICE,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
kid,0.09245322,0.0021211011,0.018841213,0.0039780657,0.040408015,0.005856273
I MEn,0.053306643,0.0013262945,0.010406408,0.0024545148,0.023999793,0.0036439835
WHY YOU SO BAD,0.09851509,0.0022265278,0.020314543,0.0040982123,0.042637225,0.0061639217
nICE PICK,0.045510117,0.0011848198,0.008646724,0.0021933215,0.020799493,0.0032468892
i mean does this necro deserve a win?,0.16152284,0.0031296576,0.03353451,0.005838494,0.06598549,0.009495328
DARK WILLOW,0.04794507,0.001193069,0.009299498,0.0021847477,0.021564059,0.0032942644
NICE PICK,0.045510117,0.0011848198,0.008646724,0.0021933215,0.020799493,0.0032468892
REAlLY GOOD,0.06691806,0.0016021385,0.013265309,0.0029588577,0.029432056,0.004406267
REALLY GOOD PICK DARK WILL DON'T CARRY KID,0.056935254,0.0013191872,0.010693678,0.0024274348,0.02389059,0.003912331
YOU DONT KNOW HOW,0.15478933,0.0030543504,0.032765333,0.00563986,0.06381695,0.008982266
willow can't admit she fucked u,0.5395995,0.011311636,0.16444193,0.018643817,0.23912284,0.03333442
y,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
russian player,0.020960078,0.00056908175,0.0037964892,0.0010166764,0.0097542945,0.00163661
its okay ,0.041699417,0.0010601064,0.008003033,0.0019448495,0.018984638,0.0029421565
anime vsegda v mute,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
i am not russian,0.05574536,0.0014301798,0.01087616,0.0027001745,0.0256288,0.0038823793
g ,0.12168441,0.002676229,0.02556762,0.005013345,0.0523832,0.0074415477
l ,0.13996476,0.0031185732,0.029596973,0.00591938,0.06037857,0.008572985
(sf fuck ur mom),0.99375945,0.29640165,0.96363693,0.04658976,0.85871357,0.15774062
OK,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
kill pudge,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
did you see amazing sf play,0.11124906,0.0026256396,0.022746608,0.0050571137,0.048743267,0.0071116574
DIE,0.837725,0.03685879,0.45432827,0.030076047,0.43734103,0.06361795
BITCH,0.9915701,0.24003965,0.95014805,0.041062884,0.8334701,0.13930638
meepo support?,0.024685139,0.0006658981,0.0046329517,0.0011919093,0.011496297,0.0018782064
SUPER CARRY,0.021075768,0.00054916897,0.0038796305,0.00096052955,0.009608862,0.0015748289
let it go,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
LET IT GOOO,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
let it go,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
let it go,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
shit miming,0.97420686,0.12771565,0.8532901,0.03829407,0.71695054,0.11116558
let it go,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
let it go,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
let it go,0.05113427,0.0012773757,0.00995045,0.0023588762,0.023182996,0.0035108442
where is march?,0.011342727,0.00028764582,0.0020185835,0.0004784806,0.0050746724,0.00087091245
u r QQ,0.63919073,0.016600767,0.23428698,0.021960827,0.28717762,0.040917907
fuck off dudes,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
He poop pants,0.6791946,0.019418728,0.26797676,0.023533596,0.3133497,0.043949917
k end,0.055153545,0.0011870057,0.010558984,0.0021014693,0.023006381,0.003437122
Gl ga isnt megas,0.018849805,0.0005013176,0.003471446,0.00088604254,0.008749722,0.0014604776
thanks,0.010984695,0.00032501755,0.002021983,0.00055979687,0.005291797,0.0009336594
np pls dont jungle,0.26498502,0.005408098,0.062317103,0.010103036,0.11186414,0.01560705
i need come kacau u,0.5736913,0.010749904,0.1757275,0.017539015,0.24699377,0.032401428
i hate u,0.82310575,0.036362745,0.42730328,0.032858536,0.4241269,0.06318203
k,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
u happy now?,0.37995285,0.006207096,0.09666796,0.011005498,0.15248539,0.02062762
U GUYS SMOKED??,0.6756471,0.018936366,0.26225454,0.02347617,0.30825236,0.044055406
UGLY BLOCKING,0.17094328,0.0035736796,0.037367783,0.0066514765,0.0723692,0.010119784
JUST WANT TO GET MY BLINK BRUHHHHHH,0.13924268,0.003029766,0.029583849,0.005687255,0.059483804,0.008395981
VS DONT GET SB,0.12787513,0.0023110735,0.024799729,0.0042813052,0.050409585,0.007052583
WE HAVE 2 SUPPORT,0.024685139,0.0006658981,0.0046329517,0.0011919093,0.011496297,0.0018782064
U WIWL DIE,0.90694517,0.06046345,0.60104686,0.038445566,0.5337126,0.08267351
get battle fury,0.029115314,0.0007765612,0.005480935,0.0014101316,0.013493928,0.0021721015
ha[ppy new year,0.020772628,0.00057943055,0.00376876,0.0010505575,0.00962989,0.0016886836
u can do better just ass blocking mate,0.96620363,0.10359902,0.82068765,0.037465706,0.6852447,0.10807049
v,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
B,0.050130613,0.0012494673,0.009785502,0.0023099917,0.022643628,0.0034529981
B,0.050130613,0.0012494673,0.009785502,0.0023099917,0.022643628,0.0034529981
B,0.050130613,0.0012494673,0.009785502,0.0023099917,0.022643628,0.0034529981
what u all still wanna do lol,0.6650621,0.01805628,0.25390378,0.022678837,0.30223674,0.042712547
np run,0.0964942,0.0022600375,0.01983335,0.0043064114,0.04279065,0.0062154047
report,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
im,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
happy new year fucktards,0.020772628,0.00057943055,0.00376876,0.0010505575,0.00962989,0.0016886836
nice game,0.018820591,0.00052802876,0.003427782,0.0009436651,0.008828955,0.001501742
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
bye,0.19276662,0.0040230667,0.042777624,0.00750022,0.0813155,0.01134617
rr,0.07360079,0.0017387707,0.014648153,0.0032625103,0.032800257,0.004790345
rr,0.07360079,0.0017387707,0.014648153,0.0032625103,0.032800257,0.004790345
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
any problem with dark lord?,0.024973061,0.0007003713,0.004627045,0.0012596323,0.011524493,0.0019595304
keine problem,0.061958924,0.0015187026,0.012207121,0.0028401804,0.027862158,0.0041679223
do u speak berlin ?,0.3593759,0.005900803,0.090461165,0.010267062,0.14113839,0.019349646
ya berlin,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
wp qop,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
worth?,0.029887779,0.00066589174,0.005376922,0.0011697214,0.012844785,0.0019898403
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
n,0.43861467,0.00914351,0.12392229,0.016946381,0.19444081,0.027667388
report dk ,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
n1 hero :),0.43861467,0.009143505,0.12392224,0.016946381,0.19444078,0.027667383
aleatory pick comend,0.057609882,0.0014273762,0.011242907,0.0026642326,0.026107607,0.0039155227
1K SHAKER,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
report doom.. game over.. gg boysd,0.015676998,0.00045638182,0.0028457646,0.0008108195,0.0074922484,0.001309125
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
nice ult,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
i told him go top,0.096629694,0.0022048014,0.01969376,0.0041265013,0.04225761,0.006102928
lol,0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
team doesnt want to win,0.04874508,0.0011963488,0.009037632,0.0022625937,0.021740945,0.0034183105
sb dumb charge mid too,0.9057001,0.049693942,0.6079245,0.028783714,0.5245746,0.07289857
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Care,0.0917165,0.0020900995,0.018761575,0.003895483,0.03997991,0.0057664025
GG WP,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
